Market	Channel	Region	Category	SubCategory	Brand	Variant	PackType	PPG	PackSize	Year	Month	Week	Date	BrCatId	SalesValue	Volume	VolumeUnits	D1	D2	D3	D4	D5	D6	AV1	AV2	AV3	AV4	AV5	AV6	EV1	EV2	EV3	EV4	EV5	EV6	PrepDate
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	5	21	29-05-2022 00:00	Brand	28513808	3452.8	0	35.1164399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	6	26	03-07-2022 00:00	Brand	42662000	5017.6	0	40.5709024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	7	30	31-07-2022 00:00	Brand	38118614	4364	0	42.6669727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	8	34	28-08-2022 00:00	Brand	36348843	4044.8	0	42.1678482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	9	39	02-10-2022 00:00	Brand	47825464	5323.1	0	40.88957041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	10	43	30-10-2022 00:00	Brand	32784510.3	3481.792	0	38.2935154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	11	47	27-11-2022 00:00	Brand	25025147	2689.6	0	32.8636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	1	4	29-01-2023 00:00	Brand	10219566	1026.4	0	16.5645564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2022	12	52	01-01-2023 00:00	Brand	18361351.5	1850.4	0	22.0548194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	2	8	26-02-2023 00:00	Brand	9020709	910.4	0	13.1411711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	3	13	02-04-2023 00:00	Brand	9618296.386	990.592	0	12.1322194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	4	17	30-04-2023 00:00	Brand	4769581	493.6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	5	21	28-05-2023 00:00	Brand	4239224	566.3	0	6.012048205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	6	26	02-07-2023 00:00	Brand	2757642	404	0	2.8317299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	7	30	30-07-2023 00:00	Brand	867923	93.6	0	1.2919311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	8	34	27-08-2023 00:00	Brand	649658	72	0	0.9979587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	9	39	01-10-2023 00:00	Brand	826853	92	0	0.9610154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	10	43	29-10-2023 00:00	Brand	211852	24	0	0.5214237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	11	47	26-11-2023 00:00	Brand	229976	28	0	0.452796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2023	12	52	31-12-2023 00:00	Brand	479405	55.2	0	0.7024496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	1	4	28-01-2024 00:00	Brand	557012	67.9	0	0.893374477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	2	8	25-02-2024 00:00	Brand	307797	38.4	0	0.5636979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	3	13	31-03-2024 00:00	Brand	316498	36.8	0	0.4691447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	4	17	28-04-2024 00:00	Brand	66060	7.2	0	0.1579779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	5	21	26-05-2024 00:00	Brand	58812	6.4	0	0.1805869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	6	26	30-06-2024 00:00	Brand	7389	0.8	0	0.0180636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  others	allpacktype	allppg	allpacksize	2024	7	30	28-07-2024 00:00	Brand	11595	1.5	0	0.0225581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	7	30	01-08-2021 00:00	Brand	236062984	48780.06	0	78.61366291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	8	34	29-08-2021 00:00	Brand	225818156	46028.38	0	78.35975099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	9	39	03-10-2021 00:00	Brand	281924311	57600.92	0	75.95486601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	10	43	31-10-2021 00:00	Brand	221477034.1	45356.36	0	74.69413997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	11	47	28-11-2021 00:00	Brand	221886112	44982.94	0	75.9350732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	1	4	30-01-2022 00:00	Brand	213428987.2	41837.044	0	77.3945894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	12	52	02-01-2022 00:00	Brand	307527226	66391.56	0	76.71885307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	2	8	27-02-2022 00:00	Brand	220013404.6	42342.096	0	78.24634363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	3	13	03-04-2022 00:00	Brand	330568141	63546.8	0	79.35064418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	4	17	01-05-2022 00:00	Brand	272659687.1	50668.797	0	77.23340525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	5	21	29-05-2022 00:00	Brand	306545192	54904.66	0	77.2669096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	6	26	03-07-2022 00:00	Brand	433308746	74772.44	0	77.60324563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	7	30	31-07-2022 00:00	Brand	381344627	62049.62	0	77.14686483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	8	34	28-08-2022 00:00	Brand	377191388	59412.92	0	75.89074847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	9	39	02-10-2022 00:00	Brand	392701813.2	60904.778	0	68.87740359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	10	43	30-10-2022 00:00	Brand	359285750.8	53957.658	0	75.72409096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	11	47	27-11-2022 00:00	Brand	358648259.5	52374.86	0	76.55623089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	1	4	29-01-2023 00:00	Brand	319924761	41075.1	0	76.08943878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	12	52	01-01-2023 00:00	Brand	469383448.5	64945.74	0	74.89785081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	2	8	26-02-2023 00:00	Brand	348927953.7	43754.222	0	75.17476873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	3	13	02-04-2023 00:00	Brand	489129221	60200.388	0	77.1245346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	4	17	30-04-2023 00:00	Brand	299547395	36410.58	0	74.75328404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	5	21	28-05-2023 00:00	Brand	143926944	17896.12	0	43.95392788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	6	26	02-07-2023 00:00	Brand	146853867	19183.5	0	45.47403533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	7	30	30-07-2023 00:00	Brand	116840708.8	15709.069	0	45.87211471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	8	34	27-08-2023 00:00	Brand	123531246.8	16468.843	0	49.22299255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	9	39	01-10-2023 00:00	Brand	165371137.9	22085.4	0	47.45702271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	10	43	29-10-2023 00:00	Brand	133305313.8	17955.289	0	52.24803364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	11	47	26-11-2023 00:00	Brand	128142360.5	17278.195	0	51.97227475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	12	52	31-12-2023 00:00	Brand	169377078.7	23438.938	0	52.08729243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	1	4	28-01-2024 00:00	Brand	99461042	13274	0	49.15308532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	2	8	25-02-2024 00:00	Brand	131944147.7	18000.713	0	51.02335991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	3	13	31-03-2024 00:00	Brand	116935830.5	15525.307	0	48.1053771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	4	17	28-04-2024 00:00	Brand	77480473.77	10326.06	0	47.1676822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	5	21	26-05-2024 00:00	Brand	86816935.78	11955.597	0	48.8487585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	6	26	30-06-2024 00:00	Brand	99188675	13315.6	0	46.89117799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	7	30	28-07-2024 00:00	Brand	93297551.77	12571	0	49.5809867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	8	34	25-08-2024 00:00	Brand	96617362.1	13079.405	0	48.6927374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2021	7	30	01-08-2021 00:00	Brand	246931774	51328	0	89.37748463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2021	8	34	29-08-2021 00:00	Brand	216238377	40920.8	0	88.45806317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2021	9	39	03-10-2021 00:00	Brand	261399104	49444.4	0	88.7039611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2021	10	43	31-10-2021 00:00	Brand	207146833.8	39180.8	0	88.4310987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2021	11	47	28-11-2021 00:00	Brand	196032301	37051.2	0	87.7963738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	1	4	30-01-2022 00:00	Brand	173600364	33000.134	0	88.5648148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2021	12	52	02-01-2022 00:00	Brand	227140820	43006.3	0	88.21280399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	2	8	27-02-2022 00:00	Brand	187777679	36309.6	0	86.9243231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	3	13	03-04-2022 00:00	Brand	273819202	51592	0	89.5174709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	4	17	01-05-2022 00:00	Brand	245689109	43771.2	0	90.9658041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	5	21	29-05-2022 00:00	Brand	275072264	47302.4	0	91.399585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	6	26	03-07-2022 00:00	Brand	371782956	62189.6	0	91.4180479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	7	30	31-07-2022 00:00	Brand	317815614	50744	0	90.6816617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	8	34	28-08-2022 00:00	Brand	327460426	50523.2	0	90.4413446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	9	39	02-10-2022 00:00	Brand	430625866	65017.6	0	90.9753874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	10	43	30-10-2022 00:00	Brand	326770559.1	47220.934	0	90.9897611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	11	47	27-11-2022 00:00	Brand	329144724.2	46677.6	0	90.6136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2023	1	4	29-01-2023 00:00	Brand	271753688	33692	0	89.9251191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2022	12	52	01-01-2023 00:00	Brand	374941867.6	50056.9	0	90.43297967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2023	2	8	26-02-2023 00:00	Brand	298300533.7	36153.695	0	88.2433046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2023	3	13	02-04-2023 00:00	Brand	415375264.8	50222.909	0	90.0108972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2023	4	17	30-04-2023 00:00	Brand	316882534	37676	0	90.6363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand1	dairy  skimmed	allpacktype	allppg	allpacksize	2023	5	21	28-05-2023 00:00	Brand	344215709	41731.2	0	90.8925732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
